,strain_full,strain_short,species,gc,accession,gc_percent,genome_components,chromosomes,total_seq_length,genes_nc,genes_coding,pseudogenes,total_genes
0,Prevotella buccalis ATCC 35310,ATCC 35310,Hoylesella buccalis,GCF_025151385.1,Prevotella buccalis ATCC 35310,45.0,1,1,3307707,63,2575,67,2705
0,Prevotella copri DSM 18205,DSM 18205,Prevotella copri,GCF_025151535.1,Prevotella copri DSM 18205,45.0,1,1,3325514,78,2651,56,2785
0,Proteus mirabilis,XH983,Proteus mirabilis,GCF_025264285.1,Proteus mirabilis,39.0,2,2,4153141,109,3707,84,3900
0,Proteus mirabilis,NG-ABK-32,Proteus mirabilis,GCF_025398955.1,Proteus mirabilis,38.5,1,1,3824562,100,3374,148,3622
0,Proteus mirabilis,W47,Proteus mirabilis,GCF_025490355.1,Proteus mirabilis,38.5,3,3,3924639,109,3416,46,3571
0,Proteus terrae,20Q172tw,Proteus terrae,GCF_025263625.1,Proteus terrae,38.5,2,2,4203050,113,3752,46,3911
0,Proteus vulgaris,USDA-ARS-USMARC-49741,Proteus vulgaris,GCF_025200655.1,Proteus vulgaris,37.5,2,2,4035522,111,3550,52,3713
0,Pseudomonas aeruginosa,M27432,Pseudomonas aeruginosa,GCF_024972855.1,Pseudomonas aeruginosa,65.5,1,1,6868572,83,6291,83,6457
0,Pseudomonas aeruginosa,PAO1-UW,Pseudomonas aeruginosa,GCF_025021565.1,Pseudomonas aeruginosa,66.5,1,1,6275471,79,5680,36,5795
0,Pseudomonas aeruginosa,PAO1-Holloway,Pseudomonas aeruginosa,GCF_025021745.1,Pseudomonas aeruginosa,66.5,1,1,6264447,79,5662,43,5784
0,Pseudomonas aeruginosa,HW001G,Pseudomonas aeruginosa,GCF_025200845.1,Pseudomonas aeruginosa,66.0,1,1,6674687,81,6067,81,6229
0,Pseudomonas aeruginosa,PLL01,Pseudomonas aeruginosa,GCF_025244965.1,Pseudomonas aeruginosa,66.5,1,1,6265529,78,5657,63,5798
0,Pseudomonas aeruginosa,PA0200,Pseudomonas aeruginosa,GCF_025263585.1,Pseudomonas aeruginosa,66.5,1,1,6260102,79,5665,40,5784
0,Pseudomonas aeruginosa,PA0386,Pseudomonas aeruginosa,GCF_025263605.1,Pseudomonas aeruginosa,66.5,1,1,6245940,79,5655,48,5782
0,Pseudomonas aeruginosa,PA01135,Pseudomonas aeruginosa,GCF_025263705.1,Pseudomonas aeruginosa,66.5,1,1,6251522,79,5654,50,5783
0,Pseudomonas aeruginosa,WTJH2,Pseudomonas aeruginosa,GCF_025398075.1,Pseudomonas aeruginosa,65.5,2,2,7053014,81,6428,81,6590
0,Pseudomonas aeruginosa,WTJH6,Pseudomonas aeruginosa,GCF_025398095.1,Pseudomonas aeruginosa,65.0,2,2,7184487,83,6605,112,6800
0,Pseudomonas aeruginosa,WTJH32,Pseudomonas aeruginosa,GCF_025398115.1,Pseudomonas aeruginosa,65.5,2,2,7052827,81,6425,82,6588
0,Pseudomonas aeruginosa,WTJH36,Pseudomonas aeruginosa,GCF_025398135.1,Pseudomonas aeruginosa,65.0,2,2,7556587,83,6993,104,7180
0,Pseudomonas aeruginosa,NY4593,Pseudomonas aeruginosa,GCF_025398835.1,Pseudomonas aeruginosa,66.0,1,1,6074358,79,5466,89,5634
0,Pseudomonas aeruginosa,PA-AUTBAM,Pseudomonas aeruginosa,GCF_025452135.1,Pseudomonas aeruginosa,66.5,1,1,6264404,79,5665,45,5789
0,Pseudomonas aeruginosa TBCF10839,TBCF10839,Pseudomonas aeruginosa,GCF_025079255.1,Pseudomonas aeruginosa TBCF10839,66.0,1,1,6885256,81,6316,79,6476
0,Pseudomonas citronellolis,G5.80,Pseudomonas citronellolis,GCF_025398795.1,Pseudomonas citronellolis,67.0,1,1,7370743,85,6359,80,6524
0,Pseudomonas fragi,D12,Pseudomonas fragi,GCF_025426255.1,Pseudomonas fragi,57.0,2,2,5342544,98,4735,92,4925
0,Pseudomonas juntendi,K37-3,Pseudomonas juntendi,GCF_025263645.1,Pseudomonas juntendi,62.0,1,1,5582866,100,4996,118,5214
0,Pseudomonas mosselii,PH4,Pseudomonas mosselii,GCF_025163535.1,Pseudomonas mosselii,64.0,1,1,5807827,105,5100,73,5278
0,Pseudomonas promysalinigenes,RL-WG26,Pseudomonas promysalinigenes,GCF_025398015.1,Pseudomonas promysalinigenes,60.5,1,1,5203533,100,4654,66,4820
0,Pseudomonas sp. GCEP_101,GCEP-101,Pseudomonas sp. GCEP_101,GCF_025133575.1,Pseudomonas sp. GCEP-101,66.0,1,1,6229841,87,5507,37,5631
0,Pseudomonas sp. HD6515,HD6515,Pseudomonas sp. HD6515,GCF_024971855.1,Pseudomonas sp. HD6515,61.0,2,2,6666046,105,5934,146,6185
0,Pseudomonas sp. N3_W,N3-W,Pseudomonas sp. N3_W,GCF_024970185.1,Pseudomonas sp. N3-W,59.5,1,1,6674931,95,5726,97,5918
0,Ralstonia pseudosolanacearum,LMG 9673,Ralstonia pseudosolanacearum,GCF_024925465.1,Ralstonia pseudosolanacearum,66.5,2,2,5690309,74,4859,196,5129
0,Raoultella ornithinolytica,MQB_Silv_108,Raoultella ornithinolytica,GCF_025349945.1,Raoultella ornithinolytica,55.0,17,17,6307148,124,5940,135,6199
0,Reichenbachiella sp. BKB1_1,BKB1-1,Reichenbachiella sp. BKB1_1,GCF_025502585.1,Reichenbachiella sp. BKB1-1,42.0,1,1,4474154,49,3657,17,3723
0,Rhizobium leguminosarum bv. viciae,SRDI969,Rhizobium leguminosarum,GCF_025152725.1,Rhizobium leguminosarum bv. viciae,60.5,5,5,6842488,66,6390,201,6657
0,Rhizobium leguminosarum bv. viciae,WSM4643,Rhizobium leguminosarum,GCF_025152745.1,Rhizobium leguminosarum bv. viciae,60.5,4,4,6439303,64,6017,197,6278
0,Rhizobium leguminosarum bv. viciae,WSM1274,Rhizobium leguminosarum,GCF_025200775.1,Rhizobium leguminosarum bv. viciae,60.5,5,5,7078182,66,6543,273,6882
0,Rhizobium sullae,WSM1592,Rhizobium sullae,GCF_025200715.1,Rhizobium sullae,59.5,4,4,7595929,65,6992,455,7512
0,Rhizobium tropici,CB3060,Rhizobium tropici,GCF_025200735.1,Rhizobium tropici,59.0,5,5,7282613,65,6605,156,6826
0,Rhodococcus qingshengii,PM1,Rhodococcus qingshengii,GCF_025370975.1,Rhodococcus qingshengii,62.0,1,1,6373845,70,5802,21,5893
0,Riemerella anatipestifer,SCVM0004,Riemerella anatipestifer,GCF_025159075.1,Riemerella anatipestifer,34.5,1,1,2133658,53,1923,23,1999
0,Roseateles sp. BIM B_1768,BIM B-1768,Roseateles sp. BIM B_1768,GCF_025398155.2,Roseateles sp. BIM B-1768,66.5,1,1,6289366,82,5026,92,5200
0,Roseburia intestinalis,L1 82,Roseburia intestinalis,GCF_025151715.1,Roseburia intestinalis,42.5,1,1,4482541,92,3980,89,4161
0,Rossellomorea vietnamensis,RL-WG62,Rossellomorea vietnamensis,GCF_025398035.1,Rossellomorea vietnamensis,44.0,1,1,4519151,148,4477,16,4641
0,Ruegeria conchae,M340,Ruegeria conchae,GCF_025140295.1,Ruegeria conchae,55.5,2,2,4668291,64,4448,59,4571
0,Ruegeria sp. B32,B32,Ruegeria sp. B32,GCF_025141855.1,Ruegeria sp. B32,61.0,3,3,3920310,63,3824,20,3907
0,Ruminococcus gauvreauii,DSM 19829,Ruminococcus gauvreauii,GCF_025151995.1,Ruminococcus gauvreauii,47.5,1,1,4145839,79,3729,64,3872
0,Salmonella enterica,PNUSAS119065,Salmonella enterica,GCF_025259065.1,Salmonella enterica,52.0,4,4,4754570,121,4349,170,4640
0,Salmonella enterica,PNUSAS118606,Salmonella enterica,GCF_025259185.1,Salmonella enterica,52.0,4,4,4754570,121,4349,171,4641
0,Salmonella enterica,SalSpp_sample_09_No.5,Salmonella enterica,GCF_025310955.1,Salmonella enterica,51.5,3,3,4966490,121,4636,116,4873
0,Salmonella enterica,SalSpp_sample_08_No.4,Salmonella enterica,GCF_025311075.1,Salmonella enterica,52.0,2,2,4799874,123,4439,105,4667
0,Salmonella enterica,SalSpp_sample_07_No.3,Salmonella enterica,GCF_025311235.1,Salmonella enterica,52.0,4,4,5125631,122,4790,143,5055
0,Salmonella enterica,SalSpp_sample_10_No.2,Salmonella enterica,GCF_025311295.1,Salmonella enterica,52.0,3,3,4854412,117,4535,125,4777
0,Salmonella enterica,SalSpp_sample_05_No.1,Salmonella enterica,GCF_025311435.1,Salmonella enterica,52.0,3,3,4977168,119,4628,120,4867
0,Salmonella enterica,PNUSAS036471,Salmonella enterica,GCF_025398995.1,Salmonella enterica,52.0,1,1,4774206,120,4400,124,4644
0,Salmonella enterica,PNUSAS118466,Salmonella enterica,GCF_025399015.1,Salmonella enterica,52.0,2,2,4984137,121,4642,138,4901
0,Salmonella enterica,1019942,Salmonella enterica,GCF_025399055.1,Salmonella enterica,52.0,2,2,4778614,123,4392,166,4681
0,Salmonella enterica,1020677,Salmonella enterica,GCF_025399075.1,Salmonella enterica,52.0,2,2,4778338,123,4383,175,4681
0,Salmonella enterica subsp. enterica serovar Kentucky,Sal-FJ2064,Salmonella enterica,GCF_025159055.1,Salmonella enterica subsp. enterica serovar Kentucky,52.0,1,1,4888433,121,4477,159,4757
0,Salmonella enterica subsp. enterica serovar Typhimurium,PNUSAS028809,Salmonella enterica,GCF_025259345.1,Salmonella enterica subsp. enterica serovar Typhimurium,52.0,2,2,4957548,123,4609,117,4849
0,Salmonella sp. 3C,3C,Salmonella sp. 3C,GCF_025426275.1,Salmonella sp. 3C,52.0,3,3,4965370,120,4542,230,4892
0,Salmonella sp. FORC89,FORC89,Salmonella sp. FORC89,GCF_025232695.1,Salmonella sp. FORC89,52.0,2,2,4766465,121,4363,175,4659
0,Shewanella putrefaciens,4H,Shewanella putrefaciens,GCF_025402875.1,Shewanella putrefaciens,44.5,2,2,4631110,133,3898,73,4104
0,Shewanella seohaensis,KCTC 23556,Shewanella seohaensis,GCF_025449215.1,Shewanella seohaensis,48.0,1,1,4751888,140,3559,569,4268
0,Shewanella xiamenensis,HD6416,Shewanella xiamenensis,GCF_024971755.1,Shewanella xiamenensis,46.0,2,2,5041619,138,4295,44,4477
0,Shewanella xiamenensis,HD6452,Shewanella xiamenensis,GCF_024972795.1,Shewanella xiamenensis,46.5,2,2,5143201,138,4371,78,4587
0,Sinorhizobium medicae,SU277,Sinorhizobium medicae,GCF_025200695.1,Sinorhizobium medicae,61.0,5,5,6743897,68,6081,329,6478
0,Sphingobacterium faecium,WB1,Sphingobacterium faecium,GCF_025340125.1,Sphingobacterium faecium,36.5,2,2,5017771,119,4140,25,4284
0,Sphingomonas sp. ZFBP2030,ZFBP2030,Sphingomonas sp. ZFBP2030,GCF_025231525.1,Sphingomonas sp. ZFBP2030,64.5,1,1,4093801,57,3807,49,3913
0,Sphingopyxis sp. PET50,PET50,Sphingopyxis sp. PET50,GCF_025244705.1,Sphingopyxis sp. PET50,66.5,1,1,3796965,53,3369,560,3982
0,Staphylococcus aureus,NRL 02/947,Staphylococcus aureus,GCF_024925485.1,Staphylococcus aureus,32.5,2,2,2846055,82,2687,75,2844
0,Staphylococcus aureus,0831,Staphylococcus aureus,GCF_025152705.1,Staphylococcus aureus,32.5,2,2,2906340,82,2761,83,2926
0,Staphylococcus aureus,R3-8,Staphylococcus aureus,GCF_025232045.1,Staphylococcus aureus,32.5,2,2,2918241,82,2792,87,2961
0,Staphylococcus aureus,TCH32929,Staphylococcus aureus,GCF_025259685.1,Staphylococcus aureus,32.5,1,1,2873962,79,2728,80,2887
0,Staphylococcus aureus,SA2107,Staphylococcus aureus,GCF_025398055.1,Staphylococcus aureus,32.5,3,3,2868576,83,2688,98,2869
0,Staphylococcus capitis subsp. capitis,H17,Staphylococcus capitis,GCF_025272815.1,Staphylococcus capitis subsp. capitis,32.5,2,2,2491837,86,2291,33,2410
0,Staphylococcus capitis subsp. capitis,K1-2-2-23,Staphylococcus capitis,GCF_025272695.1,Staphylococcus capitis subsp. capitis,32.5,2,2,2546812,86,2357,38,2481
0,Staphylococcus hyicus,MM2101,Staphylococcus hyicus,GCF_024970305.1,Staphylococcus hyicus,35.5,1,1,2517760,81,2353,40,2474
0,Staphylococcus simulans,IVB6251,Staphylococcus simulans,GCF_025558055.1,Staphylococcus simulans,36.0,1,1,2714075,83,2508,35,2626
0,Staphylococcus simulans,IVB6244,Staphylococcus simulans,GCF_025558115.1,Staphylococcus simulans,36.0,1,1,2716119,82,2506,73,2661
0,Staphylococcus simulans,IVB6241,Staphylococcus simulans,GCF_025558185.1,Staphylococcus simulans,35.5,4,4,2818719,79,2615,42,2736
0,Staphylococcus simulans,IVB6209,Staphylococcus simulans,GCF_025558205.1,Staphylococcus simulans,35.5,2,2,2754807,79,2516,40,2635
0,Staphylococcus simulans,IVB6207,Staphylococcus simulans,GCF_025558225.1,Staphylococcus simulans,36.0,2,2,2706928,81,2418,36,2535
0,Staphylococcus simulans,IVB6193,Staphylococcus simulans,GCF_025558245.1,Staphylococcus simulans,36.0,1,1,2630177,80,2374,31,2485
0,Staphylococcus simulans,IVB6192,Staphylococcus simulans,GCF_025558265.1,Staphylococcus simulans,35.5,2,2,2751027,83,2527,48,2658
0,Staphylococcus simulans,IVB6174,Staphylococcus simulans,GCF_025558285.1,Staphylococcus simulans,36.0,2,2,2722604,81,2543,40,2664
0,Stenotrophomonas maltophilia,HW002Y,Stenotrophomonas maltophilia,GCF_025200825.1,Stenotrophomonas maltophilia,66.0,1,1,4508936,91,3996,55,4142
0,Stenotrophomonas maltophilia,CW002SM,Stenotrophomonas maltophilia,GCF_025426215.1,Stenotrophomonas maltophilia,66.0,1,1,4959065,91,4432,83,4606
0,Streptococcus agalactiae,TAH 10/84,Streptococcus agalactiae,GCF_025402735.1,Streptococcus agalactiae,35.0,1,1,2013792,104,1901,44,2049
0,Streptococcus agalactiae,TAH 10/84 dUdp,Streptococcus agalactiae,GCF_025402755.1,Streptococcus agalactiae,35.0,1,1,2013640,104,1901,45,2050
0,Streptococcus agalactiae,TAH 10/84 dMrvR,Streptococcus agalactiae,GCF_025402775.1,Streptococcus agalactiae,35.0,1,1,2013725,103,1902,44,2049
0,Streptococcus parauberis,KSP10,Streptococcus parauberis,GCF_025152645.1,Streptococcus parauberis,35.5,1,1,2081310,90,1971,43,2104
0,Streptococcus parauberis,KSP14,Streptococcus parauberis,GCF_025152665.1,Streptococcus parauberis,35.5,1,1,2081053,90,1971,43,2104
0,Streptococcus parauberis,KSP20,Streptococcus parauberis,GCF_025152685.1,Streptococcus parauberis,35.5,1,1,2169433,92,2173,37,2302
0,Streptococcus parauberis,HFTC0064,Streptococcus parauberis,GCF_025201235.1,Streptococcus parauberis,35.5,2,2,2159181,91,2060,74,2225
0,Streptococcus pneumoniae,19A-ST320_99-176,Streptococcus pneumoniae,GCF_025136435.1,Streptococcus pneumoniae,39.5,1,1,2089994,73,1951,128,2152
0,Streptomyces angustmyceticus,CQUSa03,Streptomyces angustmyceticus,GCF_025252265.1,Streptomyces angustmyceticus,72.0,4,4,8107672,91,6709,190,6990
0,Streptomyces lusitanus,FZ201,Streptomyces lusitanus,GCF_025402955.1,Streptomyces lusitanus,71.0,1,1,8604396,91,7309,147,7547
0,Streptomyces murinus,CR-43,Streptomyces murinus,GCF_025231465.1,Streptomyces murinus,71.5,1,1,8349858,91,7080,159,7330
0,Streptomyces noursei,IFO14147,Streptomyces noursei,GCF_025163575.1,Streptomyces noursei,72.0,2,2,9296088,94,7808,282,8184
0,Stutzerimonas stutzeri,NRCB010,Stutzerimonas stutzeri,GCF_024972815.1,Stutzerimonas stutzeri,63.5,1,1,4570338,76,4142,58,4276
0,Subdoligranulum variabile,DSM 15176,Subdoligranulum variabile,GCF_025152575.1,Subdoligranulum variabile,57.5,1,1,3244954,76,2962,36,3074
0,Sulfitobacter mediterraneus,M342,Sulfitobacter mediterraneus,GCF_025140475.1,Sulfitobacter mediterraneus,58.0,4,4,4223094,52,4035,23,4110
0,Sulfitobacter pontiacus,W028,Sulfitobacter pontiacus,GCF_025140615.1,Sulfitobacter pontiacus,60.0,4,4,3499419,60,3350,30,3440
0,Sulfitobacter sp. M368,M368,Sulfitobacter sp. M368,GCF_025141875.1,Sulfitobacter sp. M368,58.5,3,3,4014743,52,3902,18,3972
0,Sulfitobacter sp. S190,S190,Sulfitobacter sp. S190,GCF_025141935.1,Sulfitobacter sp. S190,61.0,6,6,3966771,53,3833,29,3915
0,Sulfitobacter sp. S223,S223,Sulfitobacter sp. S223,GCF_025143825.1,Sulfitobacter sp. S223,56.0,4,4,4030883,52,3716,34,3802
0,Sulfitobacter sp. W002,W002,Sulfitobacter sp. W002,GCF_025142135.1,Sulfitobacter sp. W002,61.0,4,4,3707314,65,3577,27,3669
0,Sulfitobacter sp. W027,W027,Sulfitobacter sp. W027,GCF_025143985.1,Sulfitobacter sp. W027,60.0,5,5,4147109,60,3920,64,4044
0,Sulfitobacter sp. W074,W074,Sulfitobacter sp. W074,GCF_025142275.1,Sulfitobacter sp. W074,60.5,4,4,3976848,65,3792,69,3926
0,Thalassolituus hydrocarbonoclasticus,alknpb1M-1,Thalassolituus hydrocarbonoclasticus,GCF_025345565.1,Thalassolituus hydrocarbonoclasticus,53.0,1,1,4067951,70,3576,8,3654
0,Vibrio cholerae,PNUSAV001140,Vibrio cholerae,GCF_025258925.1,Vibrio cholerae,47.5,2,2,4104686,134,3560,77,3771
0,Vibrio cholerae,PNUSAV001141,Vibrio cholerae,GCF_025258945.1,Vibrio cholerae,47.5,2,2,4104686,134,3559,77,3770
0,Vibrio harveyi,1,Vibrio harveyi,GCF_024971935.1,Vibrio harveyi,44.5,2,2,6095657,168,5396,234,5798
0,Vibrio sp. J502,J502,Vibrio sp. J502,GCF_025397955.1,Vibrio sp. J502,44.5,3,3,4540401,153,3834,251,4238
0,Vibrio splendidus,ED144,Vibrio splendidus,GCF_025264605.1,Vibrio splendidus,44.0,2,2,5343544,152,4560,37,4749
0,Weizmannia coagulans,JBI-YZ6.3,Weizmannia coagulans,GCF_025309535.1,Weizmannia coagulans,46.0,1,1,3509359,119,3154,71,3344
0,Wolbachia endosymbiont of Howardula sp.,,Wolbachia endosymbiont of Howardula sp.,GCF_025021925.1,Wolbachia endosymbiont of Howardula sp.,29.5,1,1,553558,40,482,5,527
0,Xanthomonas oryzae pv. oryzae,CIX2779,Xanthomonas oryzae,GCF_024981335.1,Xanthomonas oryzae pv. oryzae,63.5,2,2,4765590,221,3637,540,4398
0,Xanthomonas oryzae pv. oryzae,IX-221,Xanthomonas oryzae,GCF_025264145.1,Xanthomonas oryzae pv. oryzae,63.5,1,1,4944063,205,3695,733,4633
0,Xanthomonas prunicola,CIX249,Xanthomonas prunicola,GCF_025266575.1,Xanthomonas prunicola,64.0,1,1,5228226,125,4133,142,4400
0,Xanthomonas prunicola,MAI5084,Xanthomonas prunicola,GCF_025263725.1,Xanthomonas prunicola,63.5,1,1,5415837,124,4284,159,4567
0,Xanthomonas prunicola,MAI5069,Xanthomonas prunicola,GCF_025263745.1,Xanthomonas prunicola,64.0,1,1,5228347,125,4142,148,4415
0,Xanthomonas prunicola,MAI5037,Xanthomonas prunicola,GCF_025263785.1,Xanthomonas prunicola,64.0,1,1,5232754,124,4103,145,4372
0,Xanthomonas prunicola,CIX383,Xanthomonas prunicola,GCF_025266285.1,Xanthomonas prunicola,64.0,1,1,5225252,125,4083,171,4379
0,Xanthomonas prunicola,CIX97,Xanthomonas prunicola,GCF_025266735.1,Xanthomonas prunicola,64.0,1,1,5188265,125,4038,174,4337
0,Yersinia alsatica,SCPM-O-B-7604,Yersinia alsatica,GCF_025133195.1,Yersinia alsatica,47.5,1,1,4901396,118,4271,44,4433
0,Yersinia enterocolitica,FORC066,Yersinia enterocolitica,GCF_025340245.1,Yersinia enterocolitica,47.0,1,1,4713469,116,4165,59,4340
0,Acetobacterium wieringae,Y,Acetobacterium wieringae,GCF_025813735.1,Acetobacterium wieringae,44.0,1,1,4082090,78,3715,61,3854
0,Acholeplasma laidlawii,JS42,Acholeplasma laidlawii,GCF_025884515.1,Acholeplasma laidlawii,31.5,1,1,1611024,44,1482,9,1535
0,Acinetobacter baumannii,NY13623,Acinetobacter baumannii,GCF_025722955.1,Acinetobacter baumannii,39.0,4,4,4080298,95,3801,93,3989
0,Acinetobacter baumannii,1326359,Acinetobacter baumannii,GCF_025853895.1,Acinetobacter baumannii,38.5,2,2,3975384,93,3654,77,3824
0,Acinetobacter baumannii,1326525-1,Acinetobacter baumannii,GCF_025853915.1,Acinetobacter baumannii,38.5,2,2,3981503,93,3653,89,3835
0,Acinetobacter baumannii,1326525-2,Acinetobacter baumannii,GCF_025853935.1,Acinetobacter baumannii,38.5,2,2,3981538,95,3659,84,3838
0,Acinetobacter baumannii,1326525-3,Acinetobacter baumannii,GCF_025853955.1,Acinetobacter baumannii,38.5,2,2,3981111,92,3657,86,3835
0,Acinetobacter baumannii,1326527-1,Acinetobacter baumannii,GCF_025853975.1,Acinetobacter baumannii,38.5,2,2,3985873,95,3663,85,3843
0,Acinetobacter baumannii,1326527-2,Acinetobacter baumannii,GCF_025853995.1,Acinetobacter baumannii,38.5,3,3,4135958,93,3850,81,4024
0,Acinetobacter baumannii,1326569,Acinetobacter baumannii,GCF_025854015.1,Acinetobacter baumannii,38.5,3,3,4141496,95,3852,82,4029
0,Acinetobacter baumannii,1326580,Acinetobacter baumannii,GCF_025854035.1,Acinetobacter baumannii,39.0,2,2,3980384,93,3617,84,3794
0,Acinetobacter baumannii,1326581-1,Acinetobacter baumannii,GCF_025854055.1,Acinetobacter baumannii,38.5,2,2,3975640,95,3656,77,3828
0,Acinetobacter baumannii,1326581-2,Acinetobacter baumannii,GCF_025854075.1,Acinetobacter baumannii,38.5,2,2,3979211,95,3656,79,3830
0,Acinetobacter baumannii,1326584,Acinetobacter baumannii,GCF_025854095.1,Acinetobacter baumannii,39.0,2,2,3981935,96,3609,82,3787
0,Acinetobacter baumannii,1326589,Acinetobacter baumannii,GCF_025854115.1,Acinetobacter baumannii,38.5,2,2,3985960,95,3663,84,3842
0,Acinetobacter baumannii,1326595,Acinetobacter baumannii,GCF_025854135.1,Acinetobacter baumannii,38.5,2,2,3996530,94,3666,87,3847
0,Acinetobacter baumannii,1326924-1,Acinetobacter baumannii,GCF_025854155.1,Acinetobacter baumannii,38.5,3,3,4142911,95,3851,87,4033
0,Acinetobacter baumannii,1326924-2,Acinetobacter baumannii,GCF_025854175.1,Acinetobacter baumannii,38.5,2,2,3984819,95,3664,82,3841
0,Acinetobacter baumannii,1326924-3,Acinetobacter baumannii,GCF_025854195.1,Acinetobacter baumannii,38.5,2,2,3984896,95,3664,82,3841
0,Acinetobacter baumannii,1326927-1,Acinetobacter baumannii,GCF_025854215.1,Acinetobacter baumannii,38.5,2,2,3984327,93,3664,82,3839
0,Acinetobacter baumannii,1326927-2,Acinetobacter baumannii,GCF_025854235.1,Acinetobacter baumannii,38.5,2,2,3920883,95,3602,83,3780
0,Acinetobacter baumannii,1326932,Acinetobacter baumannii,GCF_025854255.1,Acinetobacter baumannii,39.0,2,2,3981833,94,3611,82,3787
0,Acinetobacter baumannii,AB44,Acinetobacter baumannii,GCF_025854315.1,Acinetobacter baumannii,39.0,1,1,3917600,95,3575,71,3741
0,Acinetobacter baumannii,Z198,Acinetobacter baumannii,GCF_025916215.1,Acinetobacter baumannii,38.5,2,2,4177627,96,3912,71,4079
0,Acinetobacter ursingii,RIVM_C011601,Acinetobacter ursingii,GCF_025723105.1,Acinetobacter ursingii,40.0,6,6,4185992,98,3688,155,3941
0,Acinetobacter ursingii,RIVM_C010761,Acinetobacter ursingii,GCF_025723125.1,Acinetobacter ursingii,39.5,7,7,4077497,98,3622,144,3864
0,Acinetobacter ursingii,RIVM_C010559,Acinetobacter ursingii,GCF_025723145.1,Acinetobacter ursingii,40.0,7,7,4013602,98,3625,115,3838
0,Aeromonas veronii,jsyz553301,Aeromonas veronii,GCF_025665435.1,Aeromonas veronii,58.5,2,2,4723680,158,4199,59,4416
0,Agrobacterium fabrum,Kin001,Agrobacterium fabrum,GCF_025560525.1,Agrobacterium fabrum,58.5,6,6,5923391,69,5413,92,5574
0,Agrobacterium tumefaciens,Yub001,Agrobacterium tumefaciens,GCF_025559845.1,Agrobacterium tumefaciens,57.0,4,4,6305832,84,5893,79,6056
0,Agrobacterium tumefaciens,Yol002,Agrobacterium tumefaciens,GCF_025559885.1,Agrobacterium tumefaciens,59.0,4,4,5512153,69,5083,78,5230
0,Agrobacterium tumefaciens,Yol001,Agrobacterium tumefaciens,GCF_025559945.1,Agrobacterium tumefaciens,59.0,4,4,5511883,69,5085,78,5232
0,Agrobacterium tumefaciens,Tul004,Agrobacterium tumefaciens,GCF_025560005.1,Agrobacterium tumefaciens,59.0,4,4,5731042,71,5301,84,5456
0,Agrobacterium tumefaciens,Tul001,Agrobacterium tumefaciens,GCF_025560085.1,Agrobacterium tumefaciens,59.0,5,5,5885518,70,5466,91,5627
0,Agrobacterium tumefaciens,Teh002,Agrobacterium tumefaciens,GCF_025560125.1,Agrobacterium tumefaciens,59.0,5,5,5824264,70,5385,83,5538
0,Agrobacterium tumefaciens,Teh001,Agrobacterium tumefaciens,GCF_025560165.1,Agrobacterium tumefaciens,59.0,6,6,5979430,71,5514,118,5703
0,Agrobacterium tumefaciens,Sut002,Agrobacterium tumefaciens,GCF_025560205.1,Agrobacterium tumefaciens,59.0,5,5,5963623,70,5525,93,5688
0,Agrobacterium tumefaciens,Sut001,Agrobacterium tumefaciens,GCF_025560225.1,Agrobacterium tumefaciens,59.0,5,5,5963678,70,5522,94,5686
0,Agrobacterium tumefaciens,Sta005,Agrobacterium tumefaciens,GCF_025560245.1,Agrobacterium tumefaciens,59.0,4,4,5677319,70,5262,130,5462
0,Agrobacterium tumefaciens,Sta003,Agrobacterium tumefaciens,GCF_025560285.1,Agrobacterium tumefaciens,59.0,4,4,5719798,70,5284,87,5441
